####################
/var/spool/slurmd/job4979567/slurm_script
####################
--batch-size 64 --exc train --goal-reset False --num-eval 100 --reward-type delta_r --rollout-steps 2048 --text-verbosity True --total-timesteps 2500000 --train-episode-time-limit 15 --train-fps None --train-render-fps 120 --train-verbosity True
####################

Using cpu device
-----------------------------
| time/              |      |
|    loss                 | 210         |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.00713    |
|    std                  | 0.871       |
|    value_loss           | 1.03e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -153        |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 88          |
|    time_elapsed         | 1397        |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.033423807 |
|    clip_fraction        | 0.318       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | -2.51       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0346      |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.866       |
|    value_loss           | 0.0929      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.96e+03   |
|    ep_rew_mean          | -153       |
| time/                   |            |
|    fps                  | 129        |
|    iterations           | 89         |
|    time_elapsed         | 1407       |
|    total_timesteps      | 182272     |
| train/                  |            |
|    approx_kl            | 0.04143726 |
|    clip_fraction        | 0.316      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.2      |
|    explained_variance   | -0.858     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.033      |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.00566   |
|    std                  | 0.865      |
|    value_loss           | 0.0593     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 90          |
|    time_elapsed         | 1417        |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.030249726 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0.478       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0712      |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.0264     |
|    std                  | 0.863       |
|    value_loss           | 0.238       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 91          |
|    time_elapsed         | 1427        |
|    total_timesteps      | 186368      |
| train/                  |             |
|    approx_kl            | 0.032269575 |
|    clip_fraction        | 0.298       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.0394      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0376      |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.0194     |
|    std                  | 0.861       |
|    value_loss           | 0.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 92          |
|    time_elapsed         | 1438        |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.033231873 |
|    clip_fraction        | 0.313       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | -0.153      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0332      |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.0188     |
|    std                  | 0.859       |
|    value_loss           | 0.123       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -150        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 93          |
|    time_elapsed         | 1448        |
|    total_timesteps      | 190464      |
| train/                  |             |
|    approx_kl            | 0.028876456 |
|    clip_fraction        | 0.291       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.365       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.027      |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.019      |
|    std                  | 0.86        |
|    value_loss           | 0.062       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -150        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 94          |
|    time_elapsed         | 1459        |
|    total_timesteps      | 192512      |
| train/                  |             |
|    approx_kl            | 0.032439005 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | -0.842      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0243     |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 0.859       |
|    value_loss           | 0.071       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.96e+03   |
|    ep_rew_mean          | -149       |
| time/                   |            |
|    fps                  | 132        |
|    iterations           | 95         |
|    time_elapsed         | 1469       |
|    total_timesteps      | 194560     |
| train/                  |            |
|    approx_kl            | 0.03663252 |
|    clip_fraction        | 0.288      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.1      |
|    explained_variance   | -0.452     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.031     |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.0177    |
|    std                  | 0.861      |
|    value_loss           | 0.0694     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 96          |
|    time_elapsed         | 1479        |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.033291694 |
|    clip_fraction        | 0.318       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | -0.98       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00886    |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0171     |
|    std                  | 0.859       |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.97e+03    |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 97          |
|    time_elapsed         | 1489        |
|    total_timesteps      | 198656      |
| train/                  |             |
|    approx_kl            | 0.036575355 |
|    clip_fraction        | 0.296       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.26        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0193     |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0245     |
|    std                  | 0.853       |
|    value_loss           | 0.0501      |
-----------------------------------------
Eval num_timesteps=200000, episode_reward=-99.35 +/- 0.32
Episode length: 5724.00 +/- 2972.85
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 5.72e+03    |
|    mean_reward          | -99.3       |
| time/                   |             |
|    total_timesteps      | 200000      |
| train/                  |             |
|    approx_kl            | 0.041553147 |
|    clip_fraction        | 0.347       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | -0.0851     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00935    |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.0237     |
|    std                  | 0.851       |
|    value_loss           | 0.0556      |
-----------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.94e+03 |
|    ep_rew_mean     | -154     |
| time/              |          |
|    fps             | 127      |
|    iterations      | 98       |
|    time_elapsed    | 1574     |
|    total_timesteps | 200704   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.94e+03   |
|    ep_rew_mean          | -154       |
| time/                   |            |
|    fps                  | 127        |
|    iterations           | 99         |
|    time_elapsed         | 1585       |
|    total_timesteps      | 202752     |
| train/                  |            |
|    approx_kl            | 0.01903959 |
|    clip_fraction        | 0.154      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10        |
|    explained_variance   | -0.000639  |
|    learning_rate        | 0.0003     |
|    loss                 | 155        |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.00233   |
|    std                  | 0.851      |
|    value_loss           | 1.03e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -153        |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 100         |
|    time_elapsed         | 1595        |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.025244242 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | -1.23       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0185     |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.022      |
|    std                  | 0.845       |
|    value_loss           | 0.0909      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 101         |
|    time_elapsed         | 1605        |
|    total_timesteps      | 206848      |
| train/                  |             |
|    approx_kl            | 0.038359195 |
|    clip_fraction        | 0.344       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.98       |
|    explained_variance   | -2.79       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0578      |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.845       |
|    value_loss           | 0.236       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.94e+03   |
|    ep_rew_mean          | -152       |
| time/                   |            |
|    fps                  | 129        |
|    iterations           | 102        |
|    time_elapsed         | 1615       |
|    total_timesteps      | 208896     |
| train/                  |            |
|    approx_kl            | 0.03721586 |
|    clip_fraction        | 0.323      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.96      |
|    explained_variance   | -0.0206    |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0194    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.0186    |
|    std                  | 0.841      |
|    value_loss           | 0.0493     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 103         |
|    time_elapsed         | 1626        |
|    total_timesteps      | 210944      |
| train/                  |             |
|    approx_kl            | 0.038026042 |
|    clip_fraction        | 0.341       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.95       |
|    explained_variance   | -0.398      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.645       |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.842       |
|    value_loss           | 0.0543      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 104         |
|    time_elapsed         | 1636        |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.030479651 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.94       |
|    explained_variance   | -1.13       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0458     |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.016      |
|    std                  | 0.84        |
|    value_loss           | 0.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 105         |
|    time_elapsed         | 1646        |
|    total_timesteps      | 215040      |
| train/                  |             |
|    approx_kl            | 0.025744881 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.92       |
|    explained_variance   | 0.793       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0217     |
|    n_updates            | 1040        |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.837       |
|    value_loss           | 0.0748      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.95e+03   |
|    ep_rew_mean          | -150       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 106        |
|    time_elapsed         | 1656       |
|    total_timesteps      | 217088     |
| train/                  |            |
|    approx_kl            | 0.03191094 |
|    clip_fraction        | 0.302      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.91      |
|    explained_variance   | -0.252     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.011     |
|    n_updates            | 1050       |
|    policy_gradient_loss | -0.0185    |
|    std                  | 0.838      |
|    value_loss           | 0.0581     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.95e+03    |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 107         |
|    time_elapsed         | 1667        |
|    total_timesteps      | 219136      |
| train/                  |             |
|    approx_kl            | 0.029820303 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.9        |
|    explained_variance   | 0.00446     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00198    |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.0179     |
|    std                  | 0.835       |
|    value_loss           | 0.0317      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.95e+03   |
|    ep_rew_mean          | -148       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 108        |
|    time_elapsed         | 1678       |
|    total_timesteps      | 221184     |
| train/                  |            |
|    approx_kl            | 0.02983766 |
|    clip_fraction        | 0.256      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.88      |
|    explained_variance   | 0.0793     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0624     |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.00199   |
|    std                  | 0.834      |
|    value_loss           | 0.144      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.95e+03    |
|    ep_rew_mean          | -148        |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 109         |
|    time_elapsed         | 1688        |
|    total_timesteps      | 223232      |
| train/                  |             |
|    approx_kl            | 0.034516737 |
|    clip_fraction        | 0.332       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.89       |
|    explained_variance   | 0.658       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00109     |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.016      |
|    std                  | 0.836       |
|    value_loss           | 0.0611      |
-----------------------------------------
Eval num_timesteps=225000, episode_reward=-99.16 +/- 0.55
Episode length: 3880.40 +/- 792.38
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 3.88e+03    |
|    mean_reward          | -99.2       |
| time/                   |             |
|    total_timesteps      | 225000      |
| train/                  |             |
|    approx_kl            | 0.035961118 |
|    clip_fraction        | 0.357       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.9        |
|    explained_variance   | -0.197      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0288     |
|    n_updates            | 1090        |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.838       |
|    value_loss           | 0.0496      |
-----------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.92e+03 |
|    ep_rew_mean     | -153     |
| time/              |          |
|    fps             | 127      |
|    iterations      | 110      |
|    time_elapsed    | 1773     |
|    total_timesteps | 225280   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.92e+03   |
|    ep_rew_mean          | -153       |
| time/                   |            |
|    fps                  | 127        |
|    iterations           | 111        |
|    time_elapsed         | 1782       |
|    total_timesteps      | 227328     |
| train/                  |            |
|    approx_kl            | 0.02343751 |
|    clip_fraction        | 0.173      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.91      |
|    explained_variance   | -0.0026    |
|    learning_rate        | 0.0003     |
|    loss                 | 1.11e+03   |
|    n_updates            | 1100       |
|    policy_gradient_loss | -0.00388   |
|    std                  | 0.838      |
|    value_loss           | 1.04e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.93e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 127         |
|    iterations           | 112         |
|    time_elapsed         | 1792        |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.043950416 |
|    clip_fraction        | 0.331       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.89       |
|    explained_variance   | -0.795      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0234     |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00335    |
|    std                  | 0.834       |
|    value_loss           | 0.0603      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.93e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 113         |
|    time_elapsed         | 1801        |
|    total_timesteps      | 231424      |
| train/                  |             |
|    approx_kl            | 0.029947802 |
|    clip_fraction        | 0.323       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.87       |
|    explained_variance   | -4.45       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00313    |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.0134     |
|    std                  | 0.833       |
|    value_loss           | 0.109       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.93e+03   |
|    ep_rew_mean          | -152       |
| time/                   |            |
|    fps                  | 128        |
|    iterations           | 114        |
|    time_elapsed         | 1812       |
|    total_timesteps      | 233472     |
| train/                  |            |
|    approx_kl            | 0.03238275 |
|    clip_fraction        | 0.299      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.88      |
|    explained_variance   | -0.452     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0286    |
|    n_updates            | 1130       |
|    policy_gradient_loss | -0.0198    |
|    std                  | 0.835      |
|    value_loss           | 0.0477     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.93e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 115         |
|    time_elapsed         | 1822        |
|    total_timesteps      | 235520      |
| train/                  |             |
|    approx_kl            | 0.031872056 |
|    clip_fraction        | 0.304       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.89       |
|    explained_variance   | -0.661      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0705      |
|    n_updates            | 1140        |
|    policy_gradient_loss | -0.00963    |
|    std                  | 0.836       |
|    value_loss           | 0.195       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.93e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 116         |
|    time_elapsed         | 1831        |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.036850564 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.89       |
|    explained_variance   | 0.827       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00194     |
|    n_updates            | 1150        |
|    policy_gradient_loss | -0.0159     |
|    std                  | 0.834       |
|    value_loss           | 0.0712      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.93e+03   |
|    ep_rew_mean          | -150       |
| time/                   |            |
|    fps                  | 130        |
|    iterations           | 117        |
|    time_elapsed         | 1842       |
|    total_timesteps      | 239616     |
| train/                  |            |
|    approx_kl            | 0.03489557 |
|    clip_fraction        | 0.352      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.87      |
|    explained_variance   | -0.112     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0234    |
|    n_updates            | 1160       |
|    policy_gradient_loss | -0.0104    |
|    std                  | 0.831      |
|    value_loss           | 0.0489     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.93e+03   |
|    ep_rew_mean          | -150       |
| time/                   |            |
|    fps                  | 130        |
|    iterations           | 118        |
|    time_elapsed         | 1853       |
|    total_timesteps      | 241664     |
| train/                  |            |
|    approx_kl            | 0.03619639 |
|    clip_fraction        | 0.317      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.83      |
|    explained_variance   | -1.89      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0205    |
|    n_updates            | 1170       |
|    policy_gradient_loss | -0.017     |
|    std                  | 0.828      |
|    value_loss           | 0.0629     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 119         |
|    time_elapsed         | 1863        |
|    total_timesteps      | 243712      |
| train/                  |             |
|    approx_kl            | 0.026028981 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.8        |
|    explained_variance   | 0.836       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0186     |
|    n_updates            | 1180        |
|    policy_gradient_loss | -0.00603    |
|    std                  | 0.826       |
|    value_loss           | 0.0468      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.94e+03    |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 120         |
|    time_elapsed         | 1875        |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.028996991 |
|    clip_fraction        | 0.32        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.79       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0202     |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.0174     |
|    std                  | 0.825       |
|    value_loss           | 0.0336      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.93e+03    |
|    ep_rew_mean          | -148        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 121         |
|    time_elapsed         | 1886        |
|    total_timesteps      | 247808      |
| train/                  |             |
|    approx_kl            | 0.038391527 |
|    clip_fraction        | 0.351       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.76       |
|    explained_variance   | -0.0499     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0162      |
|    n_updates            | 1200        |
|    policy_gradient_loss | -0.00967    |
|    std                  | 0.819       |
|    value_loss           | 0.0375      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.93e+03   |
|    ep_rew_mean          | -148       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 122        |
|    time_elapsed         | 1897       |
|    total_timesteps      | 249856     |
| train/                  |            |
|    approx_kl            | 0.02540423 |
|    clip_fraction        | 0.302      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.74      |
|    explained_variance   | -0.613     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0156    |
|    n_updates            | 1210       |
|    policy_gradient_loss | -0.00882   |
|    std                  | 0.82       |
|    value_loss           | 0.042      |
----------------------------------------
Eval num_timesteps=250000, episode_reward=-99.76 +/- 0.14
Episode length: 3815.20 +/- 577.70
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 3.82e+03   |
|    mean_reward          | -99.8      |
| time/                   |            |
|    total_timesteps      | 250000     |
| train/                  |            |
|    approx_kl            | 0.03488626 |
|    clip_fraction        | 0.302      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.76      |
|    explained_variance   | -0.219     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0142    |
|    n_updates            | 1220       |
|    policy_gradient_loss | -0.0242    |
|    std                  | 0.821      |
|    value_loss           | 0.0708     |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.91e+03 |
|    ep_rew_mean     | -152     |
| time/              |          |
|    fps             | 127      |
|    iterations      | 123      |
|    time_elapsed    | 1983     |
|    total_timesteps | 251904   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.91e+03    |
|    ep_rew_mean          | -152        |
| time/                   |             |
|    fps                  | 127         |
|    iterations           | 124         |
|    time_elapsed         | 1993        |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.019683877 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.75       |
|    explained_variance   | -0.000681   |
|    learning_rate        | 0.0003      |
|    loss                 | 287         |
|    n_updates            | 1230        |
|    policy_gradient_loss | -0.00592    |
|    std                  | 0.821       |
|    value_loss           | 949         |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2.91e+03  |
|    ep_rew_mean          | -152      |
| time/                   |           |
|    fps                  | 127       |
|    iterations           | 125       |
|    time_elapsed         | 2002      |
|    total_timesteps      | 256000    |
| train/                  |           |
|    approx_kl            | 0.0178294 |
|    clip_fraction        | 0.145     |
|    clip_range           | 0.2       |
|    entropy_loss         | -9.76     |
|    explained_variance   | -0.162    |
|    learning_rate        | 0.0003    |
|    loss                 | 1.15      |
|    n_updates            | 1240      |
|    policy_gradient_loss | -0.0129   |
|    std                  | 0.824     |
|    value_loss           | 2.66      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.91e+03   |
|    ep_rew_mean          | -151       |
| time/                   |            |
|    fps                  | 128        |
|    iterations           | 126        |
|    time_elapsed         | 2011       |
|    total_timesteps      | 258048     |
| train/                  |            |
|    approx_kl            | 0.02828151 |
|    clip_fraction        | 0.269      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.76      |
|    explained_variance   | -3.77      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0621     |
|    n_updates            | 1250       |
|    policy_gradient_loss | -0.00928   |
|    std                  | 0.821      |
|    value_loss           | 0.133      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.92e+03   |
|    ep_rew_mean          | -151       |
| time/                   |            |
|    fps                  | 128        |
|    iterations           | 127        |
|    time_elapsed         | 2021       |
|    total_timesteps      | 260096     |
| train/                  |            |
|    approx_kl            | 0.03047817 |
|    clip_fraction        | 0.298      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.69      |
|    explained_variance   | -7.6       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.024      |
|    n_updates            | 1260       |
|    policy_gradient_loss | -0.00771   |
|    std                  | 0.811      |
|    value_loss           | 0.138      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.92e+03    |
|    ep_rew_mean          | -151        |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 128         |
|    time_elapsed         | 2031        |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.022599775 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.64       |
|    explained_variance   | 0.663       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.155       |
|    n_updates            | 1270        |
|    policy_gradient_loss | -0.0162     |
|    std                  | 0.81        |
|    value_loss           | 0.868       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.92e+03   |
|    ep_rew_mean          | -150       |
| time/                   |            |
|    fps                  | 129        |
|    iterations           | 129        |
|    time_elapsed         | 2041       |
|    total_timesteps      | 264192     |
| train/                  |            |
|    approx_kl            | 0.03714434 |
|    clip_fraction        | 0.31       |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.61      |
|    explained_variance   | 0.671      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.589      |
|    n_updates            | 1280       |
|    policy_gradient_loss | -0.0177    |
|    std                  | 0.806      |
|    value_loss           | 0.874      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.92e+03    |
|    ep_rew_mean          | -149        |
