####################
/var/spool/slurmd/job4977181/slurm_script
####################
--batch-size 64 --exc train --goal-reset False --num-eval 100 --reward-type delta_r --rollout-steps 2048 --text-verbosity True --total-timesteps 2500000 --train-episode-time-limit 15 --train-fps None --train-render-fps None --train-verbosity True
####################

Using cpu device
-----------------------------
| time/              |      |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00466    |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0146     |
|    std                  | 0.929       |
|    value_loss           | 0.00521     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.81e+03    |
|    ep_rew_mean          | -5.05       |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 44          |
|    time_elapsed         | 666         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.016710859 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | 0.368       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0306     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.931       |
|    value_loss           | 0.00284     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.82e+03    |
|    ep_rew_mean          | -5.01       |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 45          |
|    time_elapsed         | 676         |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.011417707 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | -0.0978     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00531    |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00674    |
|    std                  | 0.935       |
|    value_loss           | 0.000353    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.82e+03    |
|    ep_rew_mean          | -4.97       |
| time/                   |             |
|    fps                  | 137         |
|    iterations           | 46          |
|    time_elapsed         | 687         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.011309481 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.8       |
|    explained_variance   | -0.905      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0281     |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0155     |
|    std                  | 0.932       |
|    value_loss           | 0.00292     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.83e+03    |
|    ep_rew_mean          | -4.93       |
| time/                   |             |
|    fps                  | 137         |
|    iterations           | 47          |
|    time_elapsed         | 697         |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.013677359 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.019       |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.924       |
|    value_loss           | 0.00661     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.83e+03    |
|    ep_rew_mean          | -4.93       |
| time/                   |             |
|    fps                  | 138         |
|    iterations           | 48          |
|    time_elapsed         | 707         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.013225345 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.799       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00657    |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.919       |
|    value_loss           | 0.00488     |
-----------------------------------------
Eval num_timesteps=100000, episode_reward=-3.75 +/- 0.05
Episode length: 3542.80 +/- 251.32
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 3.54e+03    |
|    mean_reward          | -3.75       |
| time/                   |             |
|    total_timesteps      | 100000      |
| train/                  |             |
|    approx_kl            | 0.016607247 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00703     |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.921       |
|    value_loss           | 0.0435      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.78e+03 |
|    ep_rew_mean     | -5.3     |
| time/              |          |
|    fps             | 126      |
|    iterations      | 49       |
|    time_elapsed    | 792      |
|    total_timesteps | 100352   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.78e+03    |
|    ep_rew_mean          | -5.3        |
| time/                   |             |
|    fps                  | 127         |
|    iterations           | 50          |
|    time_elapsed         | 802         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.014022369 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.341       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.852       |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.00744    |
|    std                  | 0.919       |
|    value_loss           | 1.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.78e+03    |
|    ep_rew_mean          | -5.24       |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 51          |
|    time_elapsed         | 812         |
|    total_timesteps      | 104448      |
| train/                  |             |
|    approx_kl            | 0.015795108 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.0611      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00603    |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.00933    |
|    std                  | 0.918       |
|    value_loss           | 0.00379     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.79e+03    |
|    ep_rew_mean          | -5.2        |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 52          |
|    time_elapsed         | 822         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.017373834 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.753       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0335     |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.92        |
|    value_loss           | 0.0375      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.79e+03    |
|    ep_rew_mean          | -5.2        |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 53          |
|    time_elapsed         | 832         |
|    total_timesteps      | 108544      |
| train/                  |             |
|    approx_kl            | 0.018965777 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.861       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0225      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0184     |
|    std                  | 0.919       |
|    value_loss           | 0.0137      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.8e+03     |
|    ep_rew_mean          | -5.15       |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 54          |
|    time_elapsed         | 842         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.014647866 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | 0.546       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0551     |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.919       |
|    value_loss           | 0.00336     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.81e+03    |
|    ep_rew_mean          | -5.12       |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 55          |
|    time_elapsed         | 852         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.017078301 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.495       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0172     |
|    std                  | 0.917       |
|    value_loss           | 0.0156      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.81e+03    |
|    ep_rew_mean          | -5.12       |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 56          |
|    time_elapsed         | 862         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.017037489 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.625       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0232     |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.911       |
|    value_loss           | 0.00245     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.81e+03    |
|    ep_rew_mean          | -5.09       |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 57          |
|    time_elapsed         | 871         |
|    total_timesteps      | 116736      |
| train/                  |             |
|    approx_kl            | 0.017908096 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.63        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0413     |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00605    |
|    std                  | 0.912       |
|    value_loss           | 0.00302     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.83e+03    |
|    ep_rew_mean          | -5.06       |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 58          |
|    time_elapsed         | 881         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.016287904 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.6       |
|    explained_variance   | 0.809       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00572    |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.908       |
|    value_loss           | 0.0039      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.83e+03    |
|    ep_rew_mean          | -5.06       |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 59          |
|    time_elapsed         | 890         |
|    total_timesteps      | 120832      |
| train/                  |             |
|    approx_kl            | 0.016672255 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.554       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000535   |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.902       |
|    value_loss           | 0.00731     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.83e+03   |
|    ep_rew_mean          | -5.02      |
| time/                   |            |
|    fps                  | 136        |
|    iterations           | 60         |
|    time_elapsed         | 900        |
|    total_timesteps      | 122880     |
| train/                  |            |
|    approx_kl            | 0.01702433 |
|    clip_fraction        | 0.206      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.5      |
|    explained_variance   | -0.437     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00891   |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.00903   |
|    std                  | 0.903      |
|    value_loss           | 0.000922   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 2.83e+03     |
|    ep_rew_mean          | -5.02        |
| time/                   |              |
|    fps                  | 137          |
|    iterations           | 61           |
|    time_elapsed         | 910          |
|    total_timesteps      | 124928       |
| train/                  |              |
|    approx_kl            | 0.0133752115 |
|    clip_fraction        | 0.203        |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.5        |
|    explained_variance   | 0.5          |
|    learning_rate        | 0.0003       |
|    loss                 | -0.032       |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.0114      |
|    std                  | 0.905        |
|    value_loss           | 0.00234      |
------------------------------------------
Eval num_timesteps=125000, episode_reward=-3.72 +/- 0.04
Episode length: 3796.60 +/- 926.23
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 3.8e+03     |
|    mean_reward          | -3.72       |
| time/                   |             |
|    total_timesteps      | 125000      |
| train/                  |             |
|    approx_kl            | 0.020052318 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.587       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.044      |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0192     |
|    std                  | 0.903       |
|    value_loss           | 0.00173     |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.78e+03 |
|    ep_rew_mean     | -5.3     |
| time/              |          |
|    fps             | 127      |
|    iterations      | 62       |
|    time_elapsed    | 995      |
|    total_timesteps | 126976   |
---------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2.79e+03  |
|    ep_rew_mean          | -5.26     |
| time/                   |           |
|    fps                  | 128       |
|    iterations           | 63        |
|    time_elapsed         | 1005      |
|    total_timesteps      | 129024    |
| train/                  |           |
|    approx_kl            | 0.0188081 |
|    clip_fraction        | 0.177     |
|    clip_range           | 0.2       |
|    entropy_loss         | -10.5     |
|    explained_variance   | 0.0118    |
|    learning_rate        | 0.0003    |
|    loss                 | 0.068     |
|    n_updates            | 620       |
|    policy_gradient_loss | -0.0162   |
|    std                  | 0.904     |
|    value_loss           | 0.481     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.79e+03    |
|    ep_rew_mean          | -5.26       |
| time/                   |             |
|    fps                  | 128         |
|    iterations           | 64          |
|    time_elapsed         | 1016        |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.010552432 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000491   |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.899       |
|    value_loss           | 0.0199      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.79e+03    |
|    ep_rew_mean          | -5.22       |
| time/                   |             |
|    fps                  | 129         |
|    iterations           | 65          |
|    time_elapsed         | 1026        |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.017169168 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.788       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.049      |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0205     |
|    std                  | 0.895       |
|    value_loss           | 0.0178      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.79e+03   |
|    ep_rew_mean          | -5.18      |
| time/                   |            |
|    fps                  | 130        |
|    iterations           | 66         |
|    time_elapsed         | 1036       |
|    total_timesteps      | 135168     |
| train/                  |            |
|    approx_kl            | 0.01501313 |
|    clip_fraction        | 0.181      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.4      |
|    explained_variance   | 0.423      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0067    |
|    n_updates            | 650        |
|    policy_gradient_loss | -0.00678   |
|    std                  | 0.896      |
|    value_loss           | 0.0305     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.8e+03     |
|    ep_rew_mean          | -5.14       |
| time/                   |             |
|    fps                  | 130         |
|    iterations           | 67          |
|    time_elapsed         | 1047        |
|    total_timesteps      | 137216      |
| train/                  |             |
|    approx_kl            | 0.022793751 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.5       |
|    explained_variance   | 0.592       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0302     |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0225     |
|    std                  | 0.896       |
|    value_loss           | 0.0188      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.8e+03     |
|    ep_rew_mean          | -5.14       |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 68          |
|    time_elapsed         | 1057        |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.018038241 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.4       |
|    explained_variance   | 0.345       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000208   |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0171     |
|    std                  | 0.893       |
|    value_loss           | 0.0264      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.8e+03     |
|    ep_rew_mean          | -5.11       |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 69          |
|    time_elapsed         | 1067        |
|    total_timesteps      | 141312      |
| train/                  |             |
|    approx_kl            | 0.014929715 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.4       |
|    explained_variance   | 0.32        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00678    |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00953    |
|    std                  | 0.887       |
|    value_loss           | 0.0217      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2.8e+03    |
|    ep_rew_mean          | -5.11      |
| time/                   |            |
|    fps                  | 133        |
|    iterations           | 70         |
|    time_elapsed         | 1077       |
|    total_timesteps      | 143360     |
| train/                  |            |
|    approx_kl            | 0.02446576 |
|    clip_fraction        | 0.25       |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.4      |
|    explained_variance   | 0.644      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.042     |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0261    |
|    std                  | 0.884      |
|    value_loss           | 0.00834    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.81e+03    |
|    ep_rew_mean          | -5.09       |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 71          |
|    time_elapsed         | 1086        |
|    total_timesteps      | 145408      |
| train/                  |             |
|    approx_kl            | 0.014796397 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.533       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0118     |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.013      |
|    std                  | 0.881       |
|    value_loss           | 0.0136      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.82e+03    |
|    ep_rew_mean          | -5.06       |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 72          |
|    time_elapsed         | 1096        |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.015873794 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.584       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0392     |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.88        |
|    value_loss           | 0.0122      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2.82e+03    |
|    ep_rew_mean          | -5.06       |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 73          |
|    time_elapsed         | 1106        |
|    total_timesteps      | 149504      |
| train/                  |             |
|    approx_kl            | 0.018053584 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | 0.27        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0461     |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0253     |
|    std                  | 0.884       |
|    value_loss           | 0.0169      |
-----------------------------------------
