####################
/var/spool/slurmd/job4957109/slurm_script
####################
--batch-size 64 --exc train --goal-reset False --num-eval 100 --reward-type delta_r --rollout-steps 2048 --text-verbosity True --total-timesteps 2500000 --train-episode-time-limit 15 --train-fps 10 --train-render-fps 120 --train-verbosity True
####################

Using cpu device
---------------------------------
| rollout/           |          |
|    ep_rew_mean     | -3.74    |
| time/              |          |
|    fps             | 9        |
|    iterations      | 257      |
|    time_elapsed    | 54546    |
|    total_timesteps | 526336   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 258        |
|    time_elapsed         | 54752      |
|    total_timesteps      | 528384     |
| train/                  |            |
|    approx_kl            | 0.08321404 |
|    clip_fraction        | 0.409      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.01      |
|    explained_variance   | -0.0387    |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0239     |
|    n_updates            | 2570       |
|    policy_gradient_loss | 0.0034     |
|    std                  | 0.66       |
|    value_loss           | 0.935      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -3.75       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 259         |
|    time_elapsed         | 54958       |
|    total_timesteps      | 530432      |
| train/                  |             |
|    approx_kl            | 0.087861374 |
|    clip_fraction        | 0.413       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8          |
|    explained_variance   | 0.414       |
|    learning_rate        | 0.0003      |
|    loss                 | -7.44e-05   |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.661       |
|    value_loss           | 0.146       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 260        |
|    time_elapsed         | 55164      |
|    total_timesteps      | 532480     |
| train/                  |            |
|    approx_kl            | 0.07459353 |
|    clip_fraction        | 0.434      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.01      |
|    explained_variance   | 0.451      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00793   |
|    n_updates            | 2590       |
|    policy_gradient_loss | -0.0204    |
|    std                  | 0.662      |
|    value_loss           | 0.0372     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 261        |
|    time_elapsed         | 55370      |
|    total_timesteps      | 534528     |
| train/                  |            |
|    approx_kl            | 0.09625517 |
|    clip_fraction        | 0.423      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.02      |
|    explained_variance   | 0.656      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0111     |
|    n_updates            | 2600       |
|    policy_gradient_loss | 0.00251    |
|    std                  | 0.661      |
|    value_loss           | 0.00905    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 262        |
|    time_elapsed         | 55576      |
|    total_timesteps      | 536576     |
| train/                  |            |
|    approx_kl            | 0.08128999 |
|    clip_fraction        | 0.437      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.02      |
|    explained_variance   | 0.479      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0611    |
|    n_updates            | 2610       |
|    policy_gradient_loss | -0.0121    |
|    std                  | 0.662      |
|    value_loss           | 0.0149     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -3.75       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 263         |
|    time_elapsed         | 55784       |
|    total_timesteps      | 538624      |
| train/                  |             |
|    approx_kl            | 0.078865096 |
|    clip_fraction        | 0.426       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.99       |
|    explained_variance   | 0.378       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00267    |
|    n_updates            | 2620        |
|    policy_gradient_loss | -0.0198     |
|    std                  | 0.658       |
|    value_loss           | 0.0148      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.59      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 264        |
|    time_elapsed         | 55992      |
|    total_timesteps      | 540672     |
| train/                  |            |
|    approx_kl            | 0.06710178 |
|    clip_fraction        | 0.4        |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.94      |
|    explained_variance   | 0.334      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0244    |
|    n_updates            | 2630       |
|    policy_gradient_loss | -0.0209    |
|    std                  | 0.655      |
|    value_loss           | 0.00509    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.59      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 265        |
|    time_elapsed         | 56197      |
|    total_timesteps      | 542720     |
| train/                  |            |
|    approx_kl            | 0.06370707 |
|    clip_fraction        | 0.429      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.94      |
|    explained_variance   | 0.0647     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0232    |
|    n_updates            | 2640       |
|    policy_gradient_loss | -0.0195    |
|    std                  | 0.655      |
|    value_loss           | 0.00804    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 266        |
|    time_elapsed         | 56403      |
|    total_timesteps      | 544768     |
| train/                  |            |
|    approx_kl            | 0.10895163 |
|    clip_fraction        | 0.448      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.93      |
|    explained_variance   | 0.422      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0302    |
|    n_updates            | 2650       |
|    policy_gradient_loss | -0.0173    |
|    std                  | 0.654      |
|    value_loss           | 0.00371    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 267        |
|    time_elapsed         | 56609      |
|    total_timesteps      | 546816     |
| train/                  |            |
|    approx_kl            | 0.06982003 |
|    clip_fraction        | 0.381      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.92      |
|    explained_variance   | 0.6        |
|    learning_rate        | 0.0003     |
|    loss                 | -0.000427  |
|    n_updates            | 2660       |
|    policy_gradient_loss | -0.00893   |
|    std                  | 0.654      |
|    value_loss           | 0.00321    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 268        |
|    time_elapsed         | 56815      |
|    total_timesteps      | 548864     |
| train/                  |            |
|    approx_kl            | 0.09374562 |
|    clip_fraction        | 0.428      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.94      |
|    explained_variance   | -0.222     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0331     |
|    n_updates            | 2670       |
|    policy_gradient_loss | -0.0118    |
|    std                  | 0.658      |
|    value_loss           | 0.00277    |
----------------------------------------
Eval num_timesteps=550000, episode_reward=-3.58 +/- 0.07
Episode length: 151.00 +/- 0.00
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 151        |
|    mean_reward          | -3.58      |
| time/                   |            |
|    total_timesteps      | 550000     |
| train/                  |            |
|    approx_kl            | 0.07729742 |
|    clip_fraction        | 0.45       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.95      |
|    explained_variance   | -0.817     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0577    |
|    n_updates            | 2680       |
|    policy_gradient_loss | -0.0231    |
|    std                  | 0.656      |
|    value_loss           | 0.00516    |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 149      |
|    ep_rew_mean     | -3.75    |
| time/              |          |
|    fps             | 9        |
|    iterations      | 269      |
|    time_elapsed    | 57096    |
|    total_timesteps | 550912   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -3.76       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 270         |
|    time_elapsed         | 57303       |
|    total_timesteps      | 552960      |
| train/                  |             |
|    approx_kl            | 0.060144193 |
|    clip_fraction        | 0.407       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.94       |
|    explained_variance   | 0.0044      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.02        |
|    n_updates            | 2690        |
|    policy_gradient_loss | 0.0087      |
|    std                  | 0.656       |
|    value_loss           | 1.3         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 271        |
|    time_elapsed         | 57509      |
|    total_timesteps      | 555008     |
| train/                  |            |
|    approx_kl            | 0.08564772 |
|    clip_fraction        | 0.428      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.91      |
|    explained_variance   | 0.512      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0122     |
|    n_updates            | 2700       |
|    policy_gradient_loss | -0.0113    |
|    std                  | 0.652      |
|    value_loss           | 0.031      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 272        |
|    time_elapsed         | 57715      |
|    total_timesteps      | 557056     |
| train/                  |            |
|    approx_kl            | 0.07516489 |
|    clip_fraction        | 0.384      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.91      |
|    explained_variance   | 0.706      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0303    |
|    n_updates            | 2710       |
|    policy_gradient_loss | -0.0103    |
|    std                  | 0.654      |
|    value_loss           | 0.0193     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 273        |
|    time_elapsed         | 57921      |
|    total_timesteps      | 559104     |
| train/                  |            |
|    approx_kl            | 0.08811806 |
|    clip_fraction        | 0.397      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.9       |
|    explained_variance   | 0.774      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.047     |
|    n_updates            | 2720       |
|    policy_gradient_loss | -0.0215    |
|    std                  | 0.652      |
|    value_loss           | 0.0105     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 274        |
|    time_elapsed         | 58126      |
|    total_timesteps      | 561152     |
| train/                  |            |
|    approx_kl            | 0.07654804 |
|    clip_fraction        | 0.383      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.88      |
|    explained_variance   | 0.763      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.000797   |
|    n_updates            | 2730       |
|    policy_gradient_loss | -0.0196    |
|    std                  | 0.651      |
|    value_loss           | 0.00664    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | -3.76       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 275         |
|    time_elapsed         | 58332       |
|    total_timesteps      | 563200      |
| train/                  |             |
|    approx_kl            | 0.091362864 |
|    clip_fraction        | 0.426       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.86       |
|    explained_variance   | 0.68        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.0196     |
|    std                  | 0.65        |
|    value_loss           | 0.00728     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | -3.58       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 276         |
|    time_elapsed         | 58538       |
|    total_timesteps      | 565248      |
| train/                  |             |
|    approx_kl            | 0.095273085 |
|    clip_fraction        | 0.4         |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.86       |
|    explained_variance   | 0.761       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0503     |
|    n_updates            | 2750        |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.65        |
|    value_loss           | 0.00397     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | -3.58       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 277         |
|    time_elapsed         | 58744       |
|    total_timesteps      | 567296      |
| train/                  |             |
|    approx_kl            | 0.080659255 |
|    clip_fraction        | 0.446       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.86       |
|    explained_variance   | 0.308       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0619     |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.0234     |
|    std                  | 0.65        |
|    value_loss           | 0.00595     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 150       |
|    ep_rew_mean          | -3.58     |
| time/                   |           |
|    fps                  | 9         |
|    iterations           | 278       |
|    time_elapsed         | 58950     |
|    total_timesteps      | 569344    |
| train/                  |           |
|    approx_kl            | 0.0832914 |
|    clip_fraction        | 0.402     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.85     |
|    explained_variance   | 0.396     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.028    |
|    n_updates            | 2770      |
|    policy_gradient_loss | -0.018    |
|    std                  | 0.649     |
|    value_loss           | 0.00308   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 279        |
|    time_elapsed         | 59156      |
|    total_timesteps      | 571392     |
| train/                  |            |
|    approx_kl            | 0.07879634 |
|    clip_fraction        | 0.427      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.28      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0235    |
|    n_updates            | 2780       |
|    policy_gradient_loss | -0.00703   |
|    std                  | 0.646      |
|    value_loss           | 0.0023     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.59      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 280        |
|    time_elapsed         | 59362      |
|    total_timesteps      | 573440     |
| train/                  |            |
|    approx_kl            | 0.10063912 |
|    clip_fraction        | 0.453      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.224     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00376    |
|    n_updates            | 2790       |
|    policy_gradient_loss | -0.0146    |
|    std                  | 0.641      |
|    value_loss           | 0.00329    |
----------------------------------------
Eval num_timesteps=575000, episode_reward=-3.60 +/- 0.13
Episode length: 151.00 +/- 0.00
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 151        |
|    mean_reward          | -3.6       |
| time/                   |            |
|    total_timesteps      | 575000     |
| train/                  |            |
|    approx_kl            | 0.09126816 |
|    clip_fraction        | 0.429      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.114     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0564    |
|    n_updates            | 2800       |
|    policy_gradient_loss | -0.014     |
|    std                  | 0.642      |
|    value_loss           | 0.00325    |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 149      |
|    ep_rew_mean     | -3.74    |
| time/              |          |
|    fps             | 9        |
|    iterations      | 281      |
|    time_elapsed    | 59643    |
|    total_timesteps | 575488   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 282        |
|    time_elapsed         | 59860      |
|    total_timesteps      | 577536     |
| train/                  |            |
|    approx_kl            | 0.05718059 |
|    clip_fraction        | 0.355      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.76      |
|    explained_variance   | -0.00442   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00384   |
|    n_updates            | 2810       |
|    policy_gradient_loss | -0.00588   |
|    std                  | 0.642      |
|    value_loss           | 0.398      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 283        |
|    time_elapsed         | 60067      |
|    total_timesteps      | 579584     |
| train/                  |            |
|    approx_kl            | 0.10014765 |
|    clip_fraction        | 0.43       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.65      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0462    |
|    n_updates            | 2820       |
|    policy_gradient_loss | -0.0121    |
|    std                  | 0.641      |
|    value_loss           | 0.0152     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | -3.74       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 284         |
|    time_elapsed         | 60273       |
|    total_timesteps      | 581632      |
| train/                  |             |
|    approx_kl            | 0.068464264 |
|    clip_fraction        | 0.429       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.76       |
|    explained_variance   | 0.764       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00703     |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.643       |
|    value_loss           | 0.121       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 285        |
|    time_elapsed         | 60479      |
|    total_timesteps      | 583680     |
| train/                  |            |
|    approx_kl            | 0.06615572 |
|    clip_fraction        | 0.354      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | 0.821      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0311     |
|    n_updates            | 2840       |
|    policy_gradient_loss | -0.0111    |
|    std                  | 0.644      |
|    value_loss           | 0.0224     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 286        |
|    time_elapsed         | 60684      |
|    total_timesteps      | 585728     |
| train/                  |            |
|    approx_kl            | 0.08682809 |
|    clip_fraction        | 0.418      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | 0.885      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0334     |
|    n_updates            | 2850       |
|    policy_gradient_loss | -0.0176    |
|    std                  | 0.644      |
|    value_loss           | 0.02       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 287        |
|    time_elapsed         | 60890      |
|    total_timesteps      | 587776     |
| train/                  |            |
|    approx_kl            | 0.15274204 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | 0.854      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0234    |
|    n_updates            | 2860       |
|    policy_gradient_loss | -0.0114    |
|    std                  | 0.642      |
|    value_loss           | 0.0189     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 288        |
|    time_elapsed         | 61096      |
|    total_timesteps      | 589824     |
| train/                  |            |
|    approx_kl            | 0.09870149 |
|    clip_fraction        | 0.442      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.76      |
|    explained_variance   | 0.37       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.01      |
|    n_updates            | 2870       |
|    policy_gradient_loss | -0.0265    |
|    std                  | 0.644      |
|    value_loss           | 0.0204     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.59      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 289        |
|    time_elapsed         | 61303      |
|    total_timesteps      | 591872     |
| train/                  |            |
|    approx_kl            | 0.10090357 |
|    clip_fraction        | 0.419      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | 0.799      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.000741  |
|    n_updates            | 2880       |
|    policy_gradient_loss | -0.0173    |
|    std                  | 0.643      |
|    value_loss           | 0.0111     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.59      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 290        |
|    time_elapsed         | 61509      |
|    total_timesteps      | 593920     |
| train/                  |            |
|    approx_kl            | 0.08540337 |
|    clip_fraction        | 0.417      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -1.27      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0388    |
|    n_updates            | 2890       |
|    policy_gradient_loss | -0.0181    |
|    std                  | 0.647      |
|    value_loss           | 0.00701    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 291        |
|    time_elapsed         | 61714      |
|    total_timesteps      | 595968     |
| train/                  |            |
|    approx_kl            | 0.08325486 |
|    clip_fraction        | 0.407      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | 0.787      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.032     |
|    n_updates            | 2900       |
|    policy_gradient_loss | -0.0259    |
|    std                  | 0.642      |
|    value_loss           | 0.00869    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 150        |
|    ep_rew_mean          | -3.58      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 292        |
|    time_elapsed         | 61920      |
|    total_timesteps      | 598016     |
| train/                  |            |
|    approx_kl            | 0.07105824 |
|    clip_fraction        | 0.399      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.74      |
|    explained_variance   | 0.86       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0282    |
|    n_updates            | 2910       |
|    policy_gradient_loss | -0.018     |
|    std                  | 0.641      |
|    value_loss           | 0.00493    |
----------------------------------------
Eval num_timesteps=600000, episode_reward=-3.56 +/- 0.08
Episode length: 151.00 +/- 0.00
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 151        |
|    mean_reward          | -3.56      |
| time/                   |            |
|    total_timesteps      | 600000     |
| train/                  |            |
|    approx_kl            | 0.07343528 |
|    clip_fraction        | 0.428      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.74      |
|    explained_variance   | -0.194     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0203    |
|    n_updates            | 2920       |
|    policy_gradient_loss | -0.0162    |
|    std                  | 0.641      |
|    value_loss           | 0.00409    |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 149      |
|    ep_rew_mean     | -3.74    |
| time/              |          |
|    fps             | 9        |
|    iterations      | 293      |
|    time_elapsed    | 62202    |
|    total_timesteps | 600064   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -3.74       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 294         |
|    time_elapsed         | 62407       |
|    total_timesteps      | 602112      |
| train/                  |             |
|    approx_kl            | 0.058018923 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.75       |
|    explained_variance   | 0.0667      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.23        |
|    n_updates            | 2930        |
|    policy_gradient_loss | -0.0133     |
|    std                  | 0.642       |
|    value_loss           | 1.08        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 149       |
|    ep_rew_mean          | -3.74     |
| time/                   |           |
|    fps                  | 9         |
|    iterations           | 295       |
|    time_elapsed         | 62614     |
|    total_timesteps      | 604160    |
| train/                  |           |
|    approx_kl            | 0.1344127 |
|    clip_fraction        | 0.425     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.76     |
|    explained_variance   | -1.23     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00858  |
|    n_updates            | 2940      |
|    policy_gradient_loss | -0.014    |
|    std                  | 0.644     |
|    value_loss           | 0.0202    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.73      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 296        |
|    time_elapsed         | 62820      |
|    total_timesteps      | 606208     |
| train/                  |            |
|    approx_kl            | 0.10696398 |
|    clip_fraction        | 0.41       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | 0.681      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0222     |
|    n_updates            | 2950       |
|    policy_gradient_loss | -0.00681   |
|    std                  | 0.644      |
|    value_loss           | 0.0941     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.74      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 297        |
|    time_elapsed         | 63025      |
|    total_timesteps      | 608256     |
| train/                  |            |
|    approx_kl            | 0.08352237 |
|    clip_fraction        | 0.428      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | 0.708      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0146    |
|    n_updates            | 2960       |
|    policy_gradient_loss | -0.0144    |
|    std                  | 0.644      |
|    value_loss           | 0.0194     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -3.75       |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 298         |
|    time_elapsed         | 63231       |
|    total_timesteps      | 610304      |
| train/                  |             |
|    approx_kl            | 0.076464355 |
|    clip_fraction        | 0.41        |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.75       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0152     |
|    n_updates            | 2970        |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.642       |
|    value_loss           | 0.0132      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | -3.75      |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 299        |
|    time_elapsed         | 63437      |
|    total_timesteps      | 612352     |
| train/                  |            |
|    approx_kl            | 0.11696266 |
|    clip_fraction        | 0.429      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.72      |
|    explained_variance   | 0.529      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.301      |
|    n_updates            | 2980       |
|    policy_gradient_loss | -0.00668   |
|    std                  | 0.64       |
|    value_loss           | 0.00461    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 149       |
|    ep_rew_mean          | -3.75     |
| time/                   |           |
|    fps                  | 9         |
|    iterations           | 300       |
|    time_elapsed         | 63643     |
|    total_timesteps      | 614400    |
| train/                  |           |
|    approx_kl            | 0.0902998 |
|    clip_fraction        | 0.422     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.72     |
|    explained_variance   | 0.479     |
